1pugC00,3.30.1310.10
2fpeC00,2.30.30.40
2peiJ00,1.10.1200.210
4jumA02,3.90.209.20
5c4vA00,2.60.200.10
1vplA00,3.40.50.300
3m71A00,1.50.10.150
3l4gB03,3.30.56.10
4drbH00,1.10.20.10
1d2vD00,1.10.640.10
2zagD03,2.60.40.3020
1p0fA01,3.90.180.10
2r51A01,2.60.40.640
1fouA02,2.40.500.10
7mdhA01,3.40.50.720
3htoB00,3.90.20.10
1pdwF00,3.40.50.880
3er7B00,3.10.450.50
2jvcA00,3.10.20.90
5e7qA01,3.40.50.12780
1ssmF02,2.160.10.10
3mpxA02,2.30.29.30
5ttkD01,3.50.50.60
1dxkA00,3.60.15.10
5octD00,3.40.50.300
2oxqC00,3.30.40.10
3lgtA02,2.40.10.10
1a03A00,1.10.238.10
5dqvB01,1.10.472.50
2gntA00,2.60.120.200
3exzE00,3.10.129.10
2ahxA02,2.10.220.10
4b8nB00,3.10.120.10
2wshC00,3.40.1440.40
1z15A01,3.40.50.2300
4b09C01,3.40.50.2300
6gomB00,3.40.50.300
3o5qA00,3.10.50.40
1yp2A02,2.160.10.10
2fvmD02,3.20.20.140
4w97A01,1.10.10.60
5loaA01,3.40.50.720
3citB00,3.30.450.40
5j7cD00,2.60.40.10
5kvbA01,3.10.450.50
1yxeA01,3.50.4.10
5csxA01,3.30.200.20
5y6qA01,3.10.20.30
1dzuP00,3.40.225.10
2ipmA01,3.40.50.2300
2qf9B01,1.20.1260.10
3cwvA01,3.30.565.10
3d2lB01,3.40.50.150
3ezgA00,3.40.50.880
1y23D02,1.20.5.1170
1irxA05,1.10.10.350
1uspA02,3.30.300.20
2e2mG01,3.40.30.10
1pkmA03,2.40.33.10
3fhqA01,3.20.20.80
5cmrA00,1.20.1260.10
3zqmB00,6.10.140.2160
6amgA00,3.50.70.20
1l32A00,1.10.530.40
5m2jA00,2.60.120.40
4xnzC01,2.60.40.10
3da0A01,2.60.40.1830
3eucB02,3.40.640.10
2edkA00,2.60.40.10
4e3qD02,3.40.640.10
4hs8H01,2.60.40.10
4pf1A02,1.10.3020.10
1mscA00,3.30.380.10
1em2A00,3.30.530.20
4d0nB01,1.20.900.10
1o67B00,2.40.33.20
2opkC01,2.60.120.10
2vgrC00,3.40.1500.20
2x6lA00,2.40.50.40
1bssA00,3.40.600.10
3ku6A02,3.90.209.20
5f42A01,2.160.10.10
1h76A03,3.40.190.10
1nxkB02,1.10.510.10
4aywA02,3.40.50.300
3muuE01,2.60.40.3200
2q03A00,2.40.350.10
1wr7A01,2.20.70.10
3itvD00,3.20.20.150
5ghkA06,1.10.246.10
1t5hX01,3.40.50.980
1hv1A00,2.60.120.180
2rafC01,3.40.50.720
3bgfC01,2.60.40.10
3qfsA03,3.40.50.80
5hb6B00,3.30.1610.10
3pyjA00,3.10.450.10
4rhlA00,3.40.800.10
5aebA00,3.60.15.10
5iznF00,2.40.240.10
3teuA00,2.60.40.10
4h11A00,2.30.42.10
4pzoB00,1.10.150.50
3plnA02,1.20.5.100
3o6eX00,2.170.260.10
3wwtA00,1.10.532.10
3l2bA01,3.10.580.10
3e8eB01,1.10.510.10
2vw8A00,3.60.15.10
3qjyA04,1.10.1140.10
6b56A00,3.40.50.1580
6jijA01,2.40.10.10
1nirA01,1.10.760.10
2yufA00,1.20.120.2010
2o01A00,1.20.1130.10
3dogA02,1.10.510.10
1seqH02,2.60.40.10
1qh4A01,1.10.135.10
1vkwA01,3.40.109.10
1zgzB00,3.40.50.2300
2fjtA00,2.40.320.10
6ferB02,1.10.510.10
2oo9B00,1.10.8.10
2yx9B03,2.70.98.20
1cuzA00,3.40.50.1820
3gyaA00,3.40.630.30
6c1wA01,3.90.226.30
2xt1B00,2.60.40.10
5om2A02,2.30.39.10
1ag8A01,3.40.605.10
2wnwA02,3.20.20.80
3mnpA00,1.10.565.10
2xknD02,2.60.40.10
1oncA00,3.10.130.10
1ef1B03,2.30.29.30
5fq2A00,3.10.110.10
4eqaA00,3.90.1720.10
5bx7A01,1.10.510.10
1mbqA02,2.40.10.10
5j1aA01,3.30.500.10
3h02A02,1.10.12.10
3hymD00,1.25.40.10
3oxtA02,3.30.200.20
1kaeB01,3.40.50.1980
2prrL01,1.20.5.810
4usaA06,3.30.365.10
6j0gC00,2.60.120.920
5nryA00,3.20.20.140
3ny5B01,3.10.20.90
4ovsA00,3.40.190.170
4z0hR01,3.40.50.720
2floC02,3.30.420.150
2q0qC00,3.40.50.1110
2dwbA02,1.10.510.10
2o30A00,2.60.40.790
3dteA02,1.10.10.1030
4petB01,3.40.190.170
2qsdG01,3.10.20.10
5bqaK00,1.20.20.10
5jjtA02,3.60.21.10
3oqcA02,3.90.70.130
5hblA00,3.40.250.10
3bcnB00,3.90.70.10
5u20A01,3.40.640.10
1ya9A00,1.20.120.20
2wg7A00,1.20.90.10
4rahA00,2.60.40.10
3kxaC01,6.10.250.2240
5wa0A01,3.90.420.10
4l5gA01,2.40.10.170
1lngA00,3.30.56.30
5cqeB01,1.20.91.10
4g84A02,3.40.50.800
4yseA02,2.60.40.420
3orqA02,3.30.470.20
2exiA01,2.115.10.20
4nbpA00,3.40.1310.20
3wnzA04,3.90.1170.60
3lj4D02,1.10.1740.160
3db5A00,2.170.270.10
5e6iH01,2.60.40.10
5u1bB00,1.20.1260.10
1l0oA00,3.30.565.10
2piaA02,3.40.50.80
4k05A02,3.90.1150.140
4jd0A00,3.90.550.10
2ws9300,2.60.120.20
2dy4D02,3.30.420.10
3t3dA02,3.40.50.2000
1u3hB00,2.60.40.10
2a3vA02,1.10.443.10
1z3qA00,2.60.110.10
2p1yA02,2.60.40.10
5n1qA03,1.20.840.10
5tzdB00,1.10.10.1930
2zadB01,3.30.390.10
3d1nI01,1.10.260.40
3qcwA03,2.10.25.10
4q31F01,3.40.640.10
2flqA01,3.90.340.10
4nzrM01,3.30.1370.200
4nzrM02,2.160.20.180
1aqtA01,2.60.15.10
1y9iA00,1.10.3760.10
2jlaD02,3.40.50.1220
3kyzA00,3.30.450.170
4yjyB01,3.40.47.10
6bvmA00,3.40.50.300
2a74A02,2.60.40.1930
2bjuA02,2.40.70.10
2axzA01,1.10.260.40
1mieH01,2.60.40.10
4iqwA03,3.30.460.10
5dajE00,1.10.357.10
1nz8A00,3.30.70.940
1ch5A00,1.10.490.10
3tviE01,3.40.1160.10
6bmbA02,3.40.50.10860
1cygA02,2.60.40.1180
1xvsB00,2.60.40.1470
3g66A00,2.40.260.10
138lA00,1.10.530.40
1h2kA01,2.60.120.10
3kf8A00,2.40.50.1040
2jpnA00,1.20.1280.210
3f6wE00,1.10.260.40
3fgaB00,1.25.10.10
2c4xA01,2.60.40.10
1tfpA00,2.60.40.180
4emhB00,2.30.30.100
2vgoB02,1.10.510.10
1sffA02,3.40.640.10
4n21E00,1.10.287.210
3claA00,3.30.559.10
5v28A01,2.60.120.10
5o33A00,3.40.50.300
1i8fA00,2.30.30.100
2gljJ01,3.40.630.10
3a6qA00,2.30.110.10
1axdA02,1.20.1050.10
4y2eA00,3.90.190.10
3kxpA00,3.40.50.1820
1yejL01,2.60.40.10
3iu4H01,2.60.40.10
5c0pA00,2.115.10.20
1rajA03,1.20.960.20
1mynA00,3.30.30.10
1jjkC00,3.20.20.70
4mtdD01,1.10.10.10
3wy8A02,2.40.10.10
3lvyA01,1.20.1290.10
5a2fA02,2.60.40.10
3oudB00,2.40.70.10
3pplB02,3.40.640.10
4bpxD00,1.20.930.80
1r56F00,3.10.270.10
4op5A00,3.40.710.10
1up4G02,3.90.110.10
1x31B02,3.30.9.10
3tx6A01,3.40.50.2300
2wrhI00,3.90.20.10
3jwhA00,3.40.50.150
1ibiA00,2.10.110.10
4h63H02,6.10.250.2610
3eg2A00,2.30.30.40
4jghC00,3.30.710.10
6mwsA00,3.40.30.10
1pthB02,1.10.640.10
3gzoJ00,2.60.40.200
4qytD00,3.40.50.880
3ouuA03,3.30.1490.20
3b8cA01,1.20.1110.10
1kwzA00,3.10.100.10
4diqA01,2.60.120.650
3czxD00,3.40.630.40
4nu5A02,3.40.50.720
3cqfA04,2.60.40.1430
5fs8A01,3.50.50.60
1qu7A00,1.10.287.950
1grjA01,1.10.287.180
3pdfA02,3.90.70.10
3jyiA00,3.40.710.10
4u2vB01,2.40.155.10
6ba0A00,3.90.245.10
2vsnA02,3.40.50.11380
5f9sB01,3.90.1150.10
4cj1B00,2.40.50.40
2fc2A02,3.90.440.10
3dc8A01,3.20.20.140
2hr2E00,1.25.40.10
1whfA02,2.10.25.10
3kkoA00,3.40.50.300
4n02A00,3.20.20.70
4oqyB02,1.10.1040.10
3dm0A02,2.130.10.10
1f54A00,1.10.238.10
1h3jA02,1.10.420.10
2zb3A01,3.90.180.10
2j2tF00,3.75.10.10
1s3qE00,1.20.1260.10
1w5dA02,3.50.80.20
3tu3A00,3.30.1460.10
9antA00,1.10.10.60
2yq2A01,2.60.320.20
5nj6L01,2.60.40.10
3ewbX00,3.20.20.70
4gz8A01,2.130.10.10
1hxpB01,3.30.428.10
4p48A02,2.60.40.10
1xi6A02,3.40.190.80
1n9wB02,3.30.930.10
1j3aA00,3.90.1180.10
2aanA00,2.60.40.420
2mheA00,3.30.70.2400
3bcsA02,3.40.50.2000
2agjH02,2.60.40.10
1fwzA01,1.10.10.10
5ehuB00,2.40.155.10
1uw9H02,3.20.20.110
6bmfB01,3.40.50.300
1steA01,2.40.50.110
1ii3A00,2.40.50.90
1jxgA00,2.60.40.420
1um0A00,3.60.150.10
1sxiW02,3.40.50.2300
4cbvE02,2.40.50.1020
3or1C01,3.30.1420.10
4a26A01,3.40.50.720
4qwwA00,3.40.50.1820
5kcmA01,3.40.50.620
2w25A02,3.30.70.920
1udoA01,3.30.230.70
3wl0A01,3.20.20.80
2fd6U03,2.10.60.10
4atmA00,1.20.1270.60
1oa3D00,2.60.120.180
3p9dF02,3.30.260.10
1ac5A00,3.40.50.1820
2shpB03,3.90.190.10
3mioA00,3.90.870.10
1wexA01,3.30.70.330
3pxvA00,3.40.109.10
4yonA01,1.20.900.10
4lxfA03,2.60.40.1180
1v99A00,3.30.70.120
2aelA00,1.10.600.10
1f80E00,1.10.1200.10
2dlrA00,1.10.167.10
1m2vB02,2.60.40.1670
1ap8A00,3.30.760.10
2ebeA00,3.30.70.2290
2uzbA02,1.10.510.10
4iymJ02,3.40.309.10
4qviA01,3.30.190.20
5aqbB00,2.40.155.10
1ntvA00,2.30.29.30
4xtoD00,1.20.1070.10
4j2oF01,3.40.50.720
3etqB01,1.10.287.630
4o5hD01,3.40.605.10
2ppgA01,3.30.390.10
1jxzC02,1.10.12.10
2g5cB02,1.10.3660.10
5dviA01,3.40.190.10
2z2sF01,1.10.10.1320
1mfnA01,2.60.40.10
4udkE00,2.115.10.20
3aehA00,2.40.128.130
4b1zM02,6.10.140.2130
2ahuA01,3.40.1080.10
1v2dA02,3.40.640.10
3t12B00,3.30.450.30
1shyB01,2.130.10.10
4ttjA00,3.40.50.1580
1vm8A01,3.90.550.10
6iuvD01,2.60.40.10
4aqlA01,2.30.40.10
3ly1A02,3.40.640.10
2jyaA00,3.30.160.190
4emhT00,2.30.30.100
3o58D00,3.40.1370.10
1sp8C01,3.10.180.10
4bxmB00,2.30.31.50
3bd1B00,1.10.260.40
5kpmA02,1.10.510.10
4fcaA03,1.10.390.30
6gvsA02,3.40.309.10
4a5wB04,2.10.70.10
4jvoB01,3.40.50.10740
2o7sA01,3.20.20.70
5ltqN00,2.40.155.10
6e2nA01,3.30.200.20
2qbyA03,1.10.10.10
3orfA00,3.40.50.720
6axgD00,3.40.50.300
2v7oA02,1.10.510.10
3wpyA01,2.115.10.20
2jksA02,2.60.40.1320
3r1jA00,3.60.130.10
2qqpA01,6.10.350.10
5ujkA01,3.40.50.720
2nyxA01,1.10.10.10
3ilmA00,3.40.250.10
4bi4A02,4.10.280.80
6paxA02,1.10.10.10
3rsiB02,3.90.226.20
2x2vE00,1.20.20.10
4i9yA00,2.40.100.10
4kz0A02,2.60.40.150
4lmqI01,2.60.40.10
5e26A02,3.30.420.40
5z65A04,1.25.50.20
2c08A00,1.20.1270.60
3axfA01,3.40.190.10
1l2fA03,3.30.300.20
1b7yB03,3.50.40.10
2e7bA01,2.60.40.10
2bwxA02,3.90.230.10
2qghA02,3.20.20.10
1ohhG00,1.10.287.80
3hbvP02,2.150.10.10
3uh8A00,2.60.40.3350
3winE03,2.60.120.1090
1vf1A01,3.40.30.10
4arvA02,3.40.50.1240
2qx2A00,3.10.570.10
1llnA01,3.40.420.10
3vglA02,3.30.420.40
2g42A00,6.10.250.50
2ar0A01,1.20.1260.30
2q41C02,3.40.50.150
2r5jA00,2.60.175.20
1wg2A00,4.10.1110.10
2p4vA01,1.10.287.180
4r0xA00,3.10.50.40
3ag2T00,4.10.95.10
4maaA01,3.40.50.2300
6abxA01,1.10.580.10
3l53E00,3.90.850.10
2fpeB00,2.30.30.40
3owaD04,1.20.140.10
1brrA00,1.20.1070.10
5hlnA02,1.10.510.10
2pv7B02,1.10.3660.10
5nw2L01,2.60.40.780
5z2gA03,1.10.405.10
2x2mB02,1.10.510.10
4y1eA00,3.40.50.880
2ejlA02,3.40.309.10
2d8aA02,3.40.50.720
4lblA00,2.60.120.200
1la2C02,3.30.360.10
4ispC00,1.20.1260.10
3qx3A02,3.90.199.10
2q63A00,2.40.70.10
1f25A00,1.10.630.10
4gpaA01,3.40.50.2300
4mlvA03,3.30.160.40
1vr5B03,3.10.105.10
2a66A00,3.30.50.10
3tjjB00,3.40.30.10
2cjwB00,3.40.50.300
4i0uD01,3.30.460.20
5eceB00,3.90.228.10
2h9wA00,2.40.155.10
1xeaD02,3.30.360.10
2pvgC00,3.10.20.30
3ooqF02,3.20.20.140
4y1yA00,2.60.120.200
1p3iD00,1.10.20.10
2uvlB00,1.10.1170.10
4cczA02,3.20.20.20
5z86V00,4.10.93.10
2nymA00,1.25.10.10
2ffvB01,3.90.550.10
3peuB00,1.25.40.510
2ov0A00,2.60.40.420
6mi2B01,2.60.40.10
4awnA00,3.60.10.10
3al0A00,3.90.1300.10
1bx6A01,1.10.510.10
3fd9B02,1.20.1270.190
3t9jA00,1.20.1260.10
1xb2A02,2.40.30.10
4u3tB00,3.40.710.10
2is3B00,3.30.420.10
3qkzA00,3.20.20.100
2d00A01,3.40.50.10580
3nqrA01,3.90.1280.20
3l9uA00,3.40.30.10
3sd2A01,2.60.40.3080
1py4A00,2.60.40.10
2f7yB00,3.40.980.10
2jixD01,2.60.40.10
5wbxB00,1.10.287.70
3gr4C01,3.40.1380.20
2ccyA00,1.20.120.10
1rv2A01,3.30.342.10
1gh0L00,1.10.490.20
1dxjA02,3.30.20.10
2qlnA02,3.40.50.2000
2ncnA00,3.10.20.90
2r3sB01,1.10.10.10
4ij9A02,3.30.200.20
4r3cA02,1.10.510.10
2qyvB01,3.40.630.10
2nr5G00,1.10.287.750
3c5cB00,3.40.50.300
4ljxA00,1.10.150.60
3dpjB00,1.10.357.10
6r1eB00,3.30.1660.10
3qipA02,3.30.70.270
4ogqC01,2.60.40.830
3vlmB02,1.10.420.10
1eqnD03,1.20.50.20
3dgkA01,3.30.200.20
3h2rA00,2.60.40.200
4bjnH00,1.20.58.1680
3iv8A01,2.30.40.10
1pjlB01,3.40.50.10380
2dpmA01,3.40.50.150
3l3fX01,3.10.20.870
5epoA00,3.40.50.720
1n6aA01,2.20.110.10
1wr8A02,3.90.1070.10
5wvcB00,1.10.533.10
6cigA01,1.10.10.10
3wf8A02,1.10.510.10
5axiC01,1.20.930.20
3bqjA02,2.40.30.120
4qfeB01,3.90.226.10
2etxA01,3.40.50.10190
1jqdA00,3.40.50.150
2hqbA01,3.40.50.2300
4ud4A02,3.30.460.10
5wxuA02,2.60.120.10
3ua8A01,3.40.190.10
3iylW03,3.40.50.10760
3c0bC02,3.30.420.190
4c6eA00,3.20.20.140
4aolH01,1.10.560.10
6elwA00,3.40.30.10
1yseA00,1.10.260.40
1h9wB00,2.60.120.200
4bktC01,2.60.40.780
1gz0E00,3.40.1280.10
5ixfA00,2.30.30.40
1v6fA00,3.40.20.10
3rfrB00,1.20.1450.10
2pgcA01,3.30.70.100
3clqB03,1.10.10.660
3e2cA00,1.20.1260.10
6mg2A00,1.20.5.170
2hw7A02,1.10.510.10
4w9hB00,3.30.710.10
4tldF00,3.40.50.300
2nvaC02,3.20.20.10
1js3A02,3.40.640.10
4id0B01,3.40.30.10
5bnzA04,2.40.240.10
1j58A02,2.60.120.10
1eteA00,1.20.1250.10
3d2eC01,3.30.420.40
2c14A00,3.20.20.70
3b1bA01,3.10.200.10
4h0hB02,2.60.40.10
4zkhC00,1.20.1260.10
5d1lB01,3.30.40.10
3rchA03,3.90.1150.10
1vkmD00,3.40.1790.10
1zvyA00,2.60.40.10
4xvwA01,3.40.30.10
5zwpA01,3.40.30.10
3styB00,3.40.50.1820
4cpgA00,1.20.5.420
1zj8A03,3.30.413.10
4c5rC01,1.10.275.10
6aqsA00,3.40.50.1580
3p0iB02,3.40.50.620
3m2uD02,3.30.70.470
4r4kD00,3.10.450.410
2qsvA02,2.60.40.10
1g6oB01,3.30.450.90
3vu2B01,3.20.20.80
3c6lB01,2.60.40.10
3ckxA02,1.10.510.10
4lckA00,3.30.1330.30
6o62A00,3.40.50.300
2gfqC01,3.40.630.50
2fmcA00,3.20.120.10
1wtbA00,3.30.70.330
4q6zA00,3.40.50.10610
5qauA00,3.40.710.10
1yu2A03,3.90.1580.10
5mrdA01,3.30.200.20
3nrtF00,6.20.350.10
1rloD01,3.40.50.1000
1mncA00,3.40.390.10
3axjB02,1.20.58.200
1othA02,3.40.50.1370
2x7aE00,1.20.5.1700
2whuC00,2.40.155.10
1ql6A02,1.10.510.10
4bx8A03,3.90.830.10
4a5uB00,1.10.287.10
3zuvA02,1.10.510.10
2l3nA00,1.10.1050.20
3clfL01,2.60.40.10
5hztC00,2.40.155.10
3abzA03,2.60.120.260
2qlzB01,1.10.10.10
6mfkA00,2.160.10.10
5nh2A01,1.10.3290.10
2hg4C03,3.40.366.10
2rqyA01,1.10.225.10
2gcuB01,3.60.15.10
3an2H00,1.10.20.10
3kxeC01,6.10.10.120
4l9fA00,3.30.450.20
5bpsO00,1.20.20.10
4eolC02,1.10.510.10
1otrA00,1.10.8.10
3otrF02,3.20.20.120
4fa8B02,2.60.40.10
5nvzL01,2.60.40.780
6f36A00,1.20.20.10
4gr5B02,3.40.50.12780
3qk7C02,3.40.50.2300
4arnA00,3.80.10.10
2eefA01,2.60.40.2440
2v7wA01,3.40.50.10790
4qfuF01,3.20.20.80
3wd6A01,3.40.30.10
1xgyL01,2.60.40.10
4oqsA00,1.10.630.10
4bobA00,2.30.31.50
1ujvA00,2.30.42.10
2vldB01,2.70.180.20
4fitA00,3.30.428.10
2ayvA00,3.10.110.10
1jg8A01,3.40.640.10
2qg5A02,1.10.510.10
2x2eD00,3.40.50.300
1rajA01,4.10.880.10
4kdoB00,3.90.20.10
3lhpI00,2.60.40.10
2c8uA01,3.40.30.10
2bqxA00,3.90.80.10
2yweA02,2.40.30.10
4kamC02,3.90.1150.10
3u27B02,3.30.70.1710
2gqwA02,3.50.50.60
2gnrA01,6.10.30.10
4x36A02,2.10.270.10
5ejcB02,1.10.8.680
3msyB02,3.20.20.120
1jplD00,1.25.40.90
4mxuA01,3.40.630.10
1wu6A01,1.50.10.10
3c5yA00,3.40.1400.10
4jdoH02,2.60.120.1340
4xagA00,3.20.20.140
3lkwA02,2.40.10.10
6nm7A00,2.60.40.10
4q31F02,3.90.1150.10
1ad9L01,2.60.40.10
2w8nA02,3.40.309.10
4aybB04,3.90.1110.10
2cfcA00,3.40.50.720
4gamA00,1.10.620.20
5o7oC04,1.10.510.40
5uplB00,3.40.50.300
2ziyA01,1.20.1070.10
3aupD02,2.40.70.10
2yevF00,6.10.280.110
4cztA02,1.10.510.10
3r1kA02,3.40.630.30
2ql6I00,3.40.50.300
2wqrA02,2.60.40.10
4jbwH03,1.10.3720.10
2o56G02,3.20.20.120
3cbzA00,2.30.42.10
1kzuA00,4.10.220.20
4wxoA00,3.30.70.270
2z1tA01,3.30.1330.10
3dl7A00,3.40.50.1820
5fszA00,3.40.220.10
1rlgB00,3.30.1330.30
2y3hD00,1.20.120.1490
3pwzA01,3.40.50.10860
3uv9A00,2.60.120.920
3lo3E00,3.30.70.100
1jjyA01,3.40.50.2030
4j29A00,3.40.50.11230
3rf9B01,1.10.150.530
2fazA00,3.10.20.90
4o95A01,3.30.43.10
6acyB00,2.60.120.20
3q80A00,3.90.550.10
1bucA02,2.40.110.10
3rdeA02,3.10.450.60
3bgtB01,2.40.400.10
3h4gA00,3.20.20.100
1lbkA01,3.40.30.10
3gneB00,2.60.120.200
4pzcA01,3.40.50.720
3ialA03,3.30.110.30
2zpkH01,2.60.40.10
1kb5B00,2.60.40.10
5e1yA00,2.30.42.10
4e0zA02,1.10.443.30
2ggjA02,3.20.20.120
3fd9A03,1.10.287.1060
3fiwB02,1.10.357.10
4locB02,3.20.20.70
1onwA02,3.20.20.140
4hh3C01,1.10.1240.10
2bl9A00,3.40.430.10
3u5eZ00,2.30.30.770
3sf4D00,6.20.200.10
1j32A01,3.90.1150.10
1txqA00,2.30.30.190
5coyA00,2.40.50.40
2xavB02,3.20.70.20
1wgcA01,3.30.60.10
1t6eX02,2.40.70.10
2aamF00,3.20.20.70
4egvE01,3.40.47.10
3a8wB01,3.30.200.20
2e4lA00,3.30.420.10
6fh8A00,2.40.128.30
5gxoB01,1.10.287.990
2plsF00,3.30.465.10
3owyC00,3.10.450.50
4nttA02,3.30.200.20
2wcoA03,2.60.220.10
3fhhA01,2.170.130.10
3hj3B02,3.30.572.10
3ly1A01,3.90.1150.10
3n7lA02,2.80.10.50
6cn9A02,1.10.510.10
4en3A02,2.60.40.10
4n9gB01,2.60.40.10
2q3lB00,3.40.50.10600
5wtuC00,1.10.1220.160
3nq6A00,3.20.20.70
6fulA03,2.10.110.20
1oheA02,3.90.190.10
2o3eA01,1.20.1050.40
5xk2A00,3.40.50.1820
3pfrA02,3.20.20.120
6hu0D00,3.40.800.20
2f0xH00,3.10.129.10
4a5gA02,1.10.420.10
4yozA01,1.10.472.10
2yhuD00,3.40.50.720
3tssA02,2.40.50.110
3pnvA04,1.10.8.70
4evsA01,3.40.50.2300
5kmuA00,3.40.710.10
3dqvR00,3.30.40.10
5arlA00,3.10.130.10
3l3sC02,1.10.287.2460
4m75A00,2.30.30.100
1nbaB00,3.40.50.850
6fkfG01,1.20.20.10
4s0kA01,3.50.80.10
1bliA03,2.60.40.1180
5hgtA00,2.40.50.90
1n8yC04,2.10.220.10
2xb1A00,3.30.40.10
2y2pA01,3.90.1310.40
1qwrA01,2.60.120.10
3smtA02,3.90.1420.10
1b1yA00,3.20.20.80
1s5jA02,3.30.420.10
3mmyA00,2.130.10.10
5m4yA00,1.20.58.70
2bxzA01,2.60.40.10
1cm9B00,2.40.50.40
3rzpB02,3.30.1130.10
6gfzD00,3.10.20.90
1attB02,3.30.497.10
4orgA01,2.60.40.10
1w36C04,1.10.486.10
3ehmB01,1.25.40.390
5uqwA00,3.40.50.300
2jvrA00,3.30.70.330
2p7hA00,3.40.50.150
4q6rA02,3.90.1150.10
1m4jA00,3.40.20.10
3k50A01,3.30.750.170
3hb3A00,1.20.210.10
4gv3A01,3.30.420.410
4zi6C01,3.40.220.10
4m0hB02,3.55.50.30
2ppyA02,1.10.12.10
3efzB00,1.20.190.20
3tr5D03,3.30.70.3280
3h0uB00,3.90.226.10
6hrdA01,3.40.50.720
1jkgA00,3.10.450.50
1wifA01,2.30.42.10
2rqvA01,2.30.30.40
5lhoA00,1.20.190.20
2ivnA02,3.30.420.40
4r78A02,3.90.1200.10
4rthB00,3.40.1000.10
3n05A01,3.60.110.10
3rkeA00,1.10.640.10
6c9xA02,3.20.20.80
5hgrA02,3.10.450.50
6n7dA02,1.10.510.10
3ruzA00,2.40.50.90
2grmC01,1.10.260.40
2lxwA00,6.10.250.1730
3ud1A02,2.60.220.30
5hqpB00,3.40.30.10
2a5yC03,1.10.10.10
2ypvL01,2.60.40.10
1vsaH00,3.90.1180.10
2j31A00,3.40.50.1460
4cpbB00,2.60.120.430
3d4dA00,2.40.50.90
3pzjA00,3.40.630.30
2gvhA02,3.10.129.10
5by2A00,3.40.50.10490
5gznC01,2.60.40.10
5hugA00,2.120.10.10
6f2fA00,3.40.50.880
6mihA01,3.30.70.270
3mz1D01,3.40.190.10
1svvB02,3.90.1150.10
1em9B00,1.10.375.10
3bedB00,3.40.50.510
4gmqA00,1.10.8.840
4prkA02,3.40.50.720
4iymN02,3.40.309.10
6es1A01,2.60.120.200
4h1hA02,3.50.30.60
1pjlF01,3.40.50.10380
6emaA01,1.10.510.10
1kibA00,1.10.760.10
4xcqA01,3.40.50.1440
2j3hB01,3.90.180.10
1oryA00,1.20.120.340
2k0sA00,1.20.1520.10
4murA00,3.30.1380.10
1g5hB01,3.30.930.10
1h00A01,3.30.200.20
5qa5D00,3.40.710.10
1ee0B01,3.40.47.10
1jpcA00,2.90.10.10
4q69A00,1.25.40.390
3q26A00,3.40.190.10
3dmmC00,2.60.40.10
3ht4E02,3.40.640.10
2fi1A01,3.40.50.1000
1vw4Z00,4.10.410.60
2jbwC01,1.20.1440.110
5l10F00,3.30.450.80
5yjlB01,3.30.460.30
5uodA03,3.90.1230.10
2hjhA02,3.30.1600.10
3mi9B02,1.10.472.10
1c1eH01,2.60.40.10
5iy5200,1.10.760.10
4bndB01,3.40.50.1000
2c11C03,2.70.98.20
1dxxA01,1.10.418.10
1ygrB02,3.90.190.10
4acbD02,2.40.30.10
4mz3A00,2.60.40.10
2mqkA00,1.10.260.40
1chqD00,2.40.50.110
2yh5A00,3.30.310.170
1i1aC01,2.60.40.10
3gslA02,2.30.42.10
5l75A00,3.40.50.300
3mcuD00,3.40.50.1950
3jq8D00,3.40.50.720
3w8hB00,1.10.12.70
1vf6C00,1.10.287.650
2qodA01,3.30.200.20
2xkbL00,3.40.50.1440
5agiA00,3.90.740.10
5a37A02,1.10.418.10
2a91A02,2.10.220.10
2xmeF00,3.90.550.10
3mv2B00,1.25.40.10
4du6E01,1.10.286.10
1lw5B02,3.90.1150.10
4ef0A01,3.40.30.10
4dvjA02,3.40.50.720
1rmfL01,2.60.40.10
5i17H01,2.60.40.10
3tb2B01,3.40.30.10
2f7bA02,3.40.190.10
3dejC00,3.40.50.1460
3kdnF02,3.20.20.110
3h3zA01,2.60.120.10
4n4iA02,2.30.30.140
1j0tA00,1.10.2010.10
1sfcA00,1.20.5.110
5dtsD00,3.40.710.10
4z7eA02,3.40.190.120
5x8dA00,3.40.50.300
3skxA02,3.40.1110.10
5joqA01,3.40.50.1980
3nz4A01,1.10.275.10
4n3pA02,3.65.10.10
1g83A02,3.30.505.10
2nwiB00,3.40.1410.10
1wmuA00,1.10.490.10
5ocmB01,3.40.50.720
2dw0A01,3.40.390.10
3m4wC01,2.50.20.10
1ah7A00,1.10.575.10
3n3eB00,2.60.40.790
5hz6A00,2.40.128.20
1y0hB00,3.30.70.100
1nezA01,3.30.500.10
3fosA01,3.30.450.20
5t8sA01,3.30.300.10
3vkhA09,1.20.920.30
1wwyA00,2.60.120.470
2ccdA02,1.10.420.10
3wfdC00,1.10.760.10
2bb3B02,3.30.950.10
2qj8A00,3.40.630.10
3wozD00,1.25.10.10
4csqA00,2.30.29.190
1dejA03,3.90.640.10
3pj8A01,3.30.200.20
5uquB01,1.10.580.10
4qjgA02,3.40.710.10
5gruL02,2.60.40.10
3lyuF01,3.40.50.80
2bwyA02,3.90.230.10
1spuB03,2.70.98.20
1jlfB02,3.30.70.270
1w85E00,3.40.50.970
3m3pA00,3.40.50.880
